SenderPersonId;ExtractedBodyText
81;Nothing.
81;
81;I did email her yesterday to see availability. Will confirm her
81;
81;"Yes I emailed u back earlier, hope u are not having more trouble.
Have told mario we are switching. Secret service knows. Lona confirming."
81;
81;We just heard there's no 2. Its 230 or 3. What would you like?
81;"This is old.
She emailed back this am and said she wasn't free."
81;"Death toll jumps to 708 after Chile quake: president
SANTIAGO, February 28, 2010 (AFP) - The official death toll for Chile's devastating 8.8-magnitude earthquake and
resulting tsunami jumped Sunday to 708 confirmed fatalities, President Michelle Bachelet told reporters here."
81;
81;"Zach talked to me about it last night as well. Will be between april 21st and may 2nd. He will let us know as soon he gets
the date.
Cdm did tell us to hold the 9th at whitehaven so we are doing that."
81;He was very flexible but this week would be great. We can try and do tomorrow.
81;I talked to johnnie and relayed all info below to you. But so that u also have.
81;"Statement by the President on the Earthquake in Haiti
""My thoughts and prayers go out to those who have been affected by this earthquake. We are closely monitoring the
situation and we stand ready to assist the people of Haiti.""
Background information: The President was informed of the earthquake at 5:52pm. The President asked his staff to
make sure that embassy personnel are safe, and to begin preparations in the event that humanitarian assistance is
needed. The Department of State, USAID and the United States Southern Command have begun working to coordinate
an assessment and any such assistance.
###"
81;
81;
81;
81;B6
81;
81;
81;Fyi - from your ambassador in papua new guinea.
81;
81;
81;"RELEASE IN PART
B6"
81;
81;"Abedin, Huma <AbedinH@state.gov>
Thursday, January 14, 2010 6:37 AM
Public number
You can give out a number for the public to call for questions or information on Haiti.
1-888-407-4747
For foreign leaders, the Ops number of is best."
81;
81;"Possibility of Senate Run, Nurtured and Abandoned By MICHAEL BARBARO March 03, 2010 New York Times
A few weeks ago, Harold E. Ford Jr. had a telephone conversation with his friend Doug Band, the powerful counselor to
former President Bill Clinton.
Mr. Ford, the former Tennessee congressman who now works on Wall Street, wanted to discuss a potential challenge to
Senator Kirsten E. Gillibrand in New York's Democratic primary, a possibility he had flirted with for weeks.
But Mr. Band was not encouraging. He told Mr. Ford that with Democrats reeling from political setbacks across the
country, it would be bad for the party and his career if he entered the race. ""It's not the right thing to do,"" he said,
according to a person with direct knowledge of the conversation.
A Ford spokesman confirmed the call but denied that Mr. Ford had been discouraged from running or that he had been
told that doing so would hurt the party. The spokesman said Mr. Band told him the White House had pressured Mr.
Clinton into supporting Ms. Gillibrand.
Mr. Ford's decision not to run for the Senate, which he disclosed on Tuesday, came after he reached out to dozens of
donors, advocates and political leaders. In private conversations, the same worries emerged: that a race against Ms.
Gillibrand would be a brutal fight, dominated by endless debates about when he began paying taxes as a New York
resident and the sincerity of his support for gay marriage and abortion rights.
A campaign that he had hoped would focus on tax cuts and job growth would instead, he feared, become mired in
discussions of ""who got there first, and who meant it the most,"" on social issues, he told an associate. That might allow a
Republican opponent to swoop in and take the seat from the bloodied Democratic nominee.
What seemed to weigh on him, interviews with dozens of people who have met and spoken to his advisers revealed,
was not his status as a carpetbagger who had moved to New York from Tennessee, but rather the reality that there were
few easy constituencies for him to grab on to, outside of Wall Street, where he has worked since moving here in 2006.
Many spoke on the condition of anonymity because they did not want to be seen as disclosing private conversations.
As he hopscotched from city to city, charming crowds with bits of his Southern biography, signs of trouble for Mr. Ford
emerged. His voting record in Congress put him on the right fringes of state Democrats, and his $2 million-a-year job at
Merrill Lynch made it hard to run as a Scott Brown-style populist.
What seemed like an improbable, even impossible campaign had its roots in conversations, many dating back a year,
among Mr. Ford, 39, and a coterie of powerful friends from New York City, Washington and Los Angeles.
Over dinner last July at the Post House, a clubby steakhouse on the Upper East Side, Richard Plepler, a co-president of
HBO, urged Mr. Ford to restart his political career in New York. ""I think you should give this serious thought,"" he said, of
the Senate race. Mr. Ford replied that he would.
After the dinner, Mr. Plepler sent an e-mail message to Douglas E. Schoen, a top Democratic pollster, to bounce the idea
off him. Mr. Schoen was intrigued, and as he studied public polls, became convinced that Mr. Ford's best shot at
reaching the Senate was to wage a campaign against Ms. Gillibrand.
Over the next few months, Mr. Ford sounded out many of New York's wealthiest and most politically connected
executives, frequently over breakfast at the Regency Hotel on Park Avenue: Robert Wolf, the head of the United States
investment banking division at UBS; Ronald Perelman, the billionaire chairman of Revlon; and Steven Rattner, the
founder of Quadrangle, the private equity firm, all of whom are big Democratic donors.
Mr. Rattner told Mr. Ford, who is also a political analyst on NBC, that money would not be a problem. ""You can raise the
money,"" he told him in December.
Yet several big-name donors warned him that Ms. Gillibrand, a relentless campaigner, had beaten him to the punch.
""She has already locked a lot of Wall Street up"" was the message that Marc Lasry, a billionaire hedge fund manager,
conveyed to Mr. Ford in a telephone conversation.
As Mr. Ford traveled outside New York City, especially upstate, he found political support for Ms. Gillibrand to be
shallow, and the hunger for change palpable. The mayor of Syracuse, Stephanie Miner, told him that residents there
were ""scared and desperate"" about the economy, and she told Mr. Ford that Ms. Gillibrand was a rare presence in her
city.
But Ms. Gillibrand's strategy of portraying Mr. Ford as a showboating out-of-towner was starting to stick. In late January,
the head of the Brooklyn Democratic Party, Assemblyman Vito J. Lopez, held a luncheon for Mr. Ford, and invited local
lawmakers. During a two-hour question-and-answer session, Marty Markowitz, the borough president, pointed to
several up-and-coming state senators around the room and observed that all of them had greater experience in New
York politics than Mr. Ford.
""With all due respect,"" he asked Mr. Ford, ""why do you think you have what it takes to be New York's senator?""
Even lawmakers who seemed open to a Ford candidacy warned him that peeling away support from Ms. Gillibrand
would be harder than it seemed.
Ruben Diaz Jr., the Bronx borough president, told Mr. Ford between bites of an omelet at a diner near his office, ""It's
difficult to make a strong case against her here."" Ms. Gillibrand, he explained, had just secured $4 million worth of
federal stimulus money to train his constituents for green jobs. Mr. Ford knew that some liberals would attack his
relatively conservative voting record but, those he spoke with said, he was taken aback by the depth of the anger he
encountered from advocates for abortion rights and gay marriage.
After reporters found examples of Mr. Ford calling himself pro-life during his time in Congress, Mr. Ford vehemently
pushed back, saying he had always supported a woman's right to choose. He assumed that would put the matter to rest.
It did not. ""He was dumbfounded that it kept tripping him up,"" a friend said.
One of Mr. Ford's top advisers, Bradley Tusk, the campaign manager for Mayor Michael R. Bloomberg's 2009 re-election,
arranged a meeting for Mr. Ford with a close Bloomberg ally, Kelli Conlin, the head of Naral-Pro Choice of New York. Mr.
Ford expected a polite conversation that would help neutralize a foe. Ms. Conlin, however, started the meeting by
quizzing Mr. Ford on his voting record and public statements.
Did he realize, she asked, that he had backed legislation that would outlaw late-term abortions even when a woman's
health is in danger?
Far from conciliatory, Mr. Ford wanted to know why Naral allowed Ms. Gillibrand to vote for a health care bill that cut
off financing for abortions. ""You gave her a pass,"" he said. Before leaving, Mr. Ford told Ms. Conlin that if he chose to
run he hoped to return to ask for the group's support. Ms. Conlin responded: ""We can never support you if you take
these positions."" Mr. Ford ""looked shocked,"" a person in the room said.
His meeting with gay rights advocates on Feb. 24 was rockier still. When he walked into the headquarters of the
Stonewall Democrats in the Chelsea neighborhood of Manhattan, he was greeted by signs that read ""Liar!"" and ""Go
home snake oil Harry,"" a reference to his recent support for gay marriage after having twice voted to outlaw it in
Congress.
A few days later, the results of a poll that Mr. Ford had paid for out of his own pocket began to trickle in, giving his
advisers pause. His negative ratings had increased slightly. A liberal primary electorate seemed wary about portions of
his record. Ms. Gillibrand remained vulnerable, the data showed, but Mr. Ford's chance seemed to be 50-50. ""It was not
a slam dunk, at all,"" said a person who spoke with him and was briefed on the data.
Mr. Tusk had told associates that to win, Mr. Ford needed 80 percent of the state's black vote, a tall order, but not
inconceivable for an African-American in a Democratic primary. But by the end of the week, Gov. David A. Paterson and
Representative Charles B. Rangel had become embroiled in ethics scandals. New York's black political elite was in
seeming disarray, just when he needed them to be organized and unified.
By Sunday, he had made up his mind not to run. He told his wife, Emily, and his father, former Representative Harold
Ford Sr. He began to call friends the next evening, leaving many of them brief messages.
""I'm not going to run this time,"" he said in one message. ""Thank you for your support."""
81;
81;
81;"STATEMENT OF SECRETARY CLINTON
The Passing of Victoria DeLong
This morning I spoke with the family of Victoria DeLong, the Cultural Affairs Officer at our Embassy in Port-Au-Prince
who lost her life in the earthquake. I expressed my sincerest condolences on behalf of the men and women of the State
Department and the American people. This is one tragedy among so many. The United Nations has suffered grevious
losses. And the Hatian people have endured unimaginable heartbreak. For the State Department, we have lost one of
our own. Victoria was a veteran Foreign Service Officer who worked tirelessly to build bridges of understanding and
respect between the people of the United State and the people of Haiti. She served her country with distinction and
honor, and she will be sorely missed. Victoria's friends and colleagues at the Embassy are working day and night to
support vital relief and recovery efforts, and our thoughts, our prayers, and our deepest thanks are with them as well.
Along with the military personnel, the search and rescue teams, and all the aid and relief workers now deploying, they
represent the unwavering commitment of the United States to stand with Haiti in its hour of need and in the hard days
and years to come. My heart is with the DeLong family today, and with all those in Haiti and around the world who have
lost loved ones and friends in this disaster.
###"
81;
81;
81;"POLITICO Breaking News:
Rep. Vic Snyder (D-Ark.) announced tonight that he will be retiring at the end of his term, citing the difficult political
environment that he would have faced to win an eighth term in the House."
81;"We told roberta 1pm works
Will offer ashton 12 for ashton so you are not rushed Lona says Cathedral isn't until 6pm if u decide to go. She has done
nothing about it."
81;"We are also bringing the following ngo representatives on the plane with us.
They have infrastructure on the ground so we are just giving them a ride there. Ngos are concern worldwide, catholic
relief services, food for the hungry and world vision."
81;
81;
81;
81;
81;B6
81;"Final[1] jjs.docx; Draft_S-McGuinness_Call_Sheet-FINAL[1] jjs.docx
You had signed off on making these Ireland calls with jake for tomorrow morning as well so we are reaching out."
81;"Colleagues, The Operations Center would like to call your attention to the following report received from Embassy
Dakar. DCM Jay Smith, Embassy Dakar reports a possible forced change of leadership in Guinea-Bissau. Reports indicate
that:
• Prime Minister Gomes and Chief of Defense Zamora lnduta have been arrested; • Early indications are the
deputy chief of defense may be responsible for the arrests; • The former Navy Chief of Staff has been ""liberated""
from the UN compound where he had been a refugee; • The president reportedly remains in office and it is unclear
if he is aligned with those arrested or those seeking to take power; • There are no official Americans in country and
approximately 12 private resident Americn citizens; Post is checking on their safety."
81;"I'm going to call today to get more info and only way to make this work is to do on front end of talinn so u get back for
engagement party. But do u have any immediate reaction to the suggestion?"
81;"Purpose of Call: Foreign Minister Nkoana-Mashabane has asked to speak with you about the upcoming vote at the
World Bank on the Medupi Power Plant in South Africa."
81;
81;"He is willing to take your call anytime between 9am and 4pm. What time would u like to do? Points below
The Secretary's Call Sheet for
Algerian Prime Minister Ahmed Ouyahia (AH-med ooh-YA-hee-ah)"
81;"German FM Westerwelle 930am
Sir Reg Empey 1030 am
Peter Robinson 1230pm
Martin McGuinness after 1230. His staff says he wants to talk today.
Catherine Ashton potentially today.
Condi Rice pushed to next week"
81;"Ok we may miss ashton which wouldn't be end of world. Her staff has been emailing saying she's anxious to talk but they
haven't locked a time. I did tell her staff we weren't going to push russians to cancel quartet dinner."
81;No windows at all yet from her team.
81;
81;
81;
81;"Just came in from ops. Will send more info as we get it.
The FAA Operations Center reports a Qatari passenger aboard United Airlines flight 663 attempted to light his shoes on
fire and was detained by Federal Air Marshals. The flight was en route to Denver from Reagan National. FAA believes
the man may have some diplomatic status."
81;
81;
81;"U ok with statement?
Statement by the Secretary
The Death of Polish President Kaczynski and His Delegation
I join President Obama in offering my deepest condolences to the people of Poland, to the Kaczynski family, and to the
families of all those killed in this tragedy. Lost alongside President Kaczynski and his wife were Polish leaders from
across the political spectrum, men and women who shaped and sped Poland's post-1989 democratic transformation and
were leading Poland into its promising future. The tragedy of these lives cut short will be felt deeply across the world,
but their legacy will live on in a free and flourishing Poland.
The United States stands with the Polish people in this difficult hour. Like the country he led, President Kaczynski was
one of America's most valued and trusted allies. He was well known in the United States as a champion for democracy
against an oppressive regime, a man whose journey took him from the Gdatisk Shipyards to the presidency of a free
people. President Kaczynski was an unstinting advocate for freedom and human rights not just in Poland, but around
the world. He will be long remembered and sorely missed.
The Polish people have endured more than their share of sorrow, but they have always shown resilience and resolve in
the face of adversity -- and I know they will pull- together in solidarity to grieve this loss.
My thoughts and prayers are with all the people of Poland today."
81;Thx
81;Fyi
81;"Abedin, Huma <AbedinH@state.gov>
Saturday, March 20, 2010 11:26 AM
Oscar Flores
Abu Mazen
I understand you are ok making the abu mazen call. Everyone agrees you should make it and they want you to do it
today. Can you do after marianne?
Below are points."
81;"Abedin, Huma <AbedinH©state.gov>
Monday, April 12, 2010 9:20 AM
Fw: (AP) Northern Ireland picks justice minister in peace landmark"
81;"Oh I apologize. Jake said he spoke with you about it and that you'd agreed to do it if mitchell recommended it. He does
recommend it, these are points from him about what to say. And they asked if you would do today.
III follow up."
81;"Abedin, Huma <AbedinH@state.gov>
Saturday, March 20, 2010 11:35 AM
Re: Abu Mazen
They are in the original email I sent and pasting again below. Oscar should have printed.
B5"
81;Yup. Already did that.
81;
81;
81;He's asking us to schedule it. He's on his way home now and said he can do in the next few hours.
81;"Ill ask about 7
And make sure he can connect to a white phone."
81;"7 with jim is fine
Call from your white phone when u r ready and they will connect you."
81;
81;"He cannot do 7.
Asking if you can do 8pm?"
81;
81;
81;
81;"Joint Statement by Former President Clinton and Secretary of State Clinton on the Passing of Dr. Dorothy Height We are
deeply saddened to learn of the passing of Dr. Dorothy Height, an icon of America's long march toward equality and a
personal inspiration to us both. As the only woman among the ""Big Six"" civil rights leaders, Dr. Height helped galvanize a
movement that changed our country forever. She organized the ""Wednesdays in Mississippi"" meetings that brought
black and white women together to find common ground and break down barriers. She never stopped fighting for what
she knew was right. And through it all, she was always the best dressed woman in the room. We were blessed to know
Dr. Height, to benefit from her grace, passion and wisdom, and to call her our friend. For decades, starting with the early
days at the Children's Defense Fund, we worked with her, learned from her, and drew inspiration from her example.
From the Presidential Medal of Freedom, to the Congressional Gold Medal, to the unveiling of a long-sought-after bust
of Sojourner Truth in the United States Capitol, we had the privilege of helping honor Dr. Height and her
accomplishments. Born before women had the right to vote, denied access to the college of her choice because of the
color of her skin, and witness to nation divided, Dr. Height dedicated her life to the proposition that all Americans should
have the opportunity to live up to their full God-given potential. Our nation is poorer for her loss but infinitely richer for
the life she led, the progress she achieved, and the people she touched. Our thoughts and prayers are with Dr. Height's
family today, and with her many loving friends and colleagues. She would be the first to tell us that the best way to
honor her memory is to carry forward the work she started and the causes she championed, to open wide the freedom
gates. May we all find the strength and the wisdom to live up to her legacy."
81;
81;"Basically if they can get their teams in from brussels tomorrow morning (a day before nato starts), its moving forward.
We should know approx 6am our time. However, if we need to be wheels up at 8am, that's too short notice. I just told
ivo we need to lean on them to make a decision sooner. Will keep u posted but we are def getting the sense they want
to move forward."
81;
81;"Abedin, Huma <AbedinH@state.gov>
Sunday, April 18, 2010 6:21 PM
Re: Tomorrow
latest is that nato will make decision tomorrow morning, they don't want to cancel unless they have to and unless we
have other dates to offer. We talked about around poland in July for the alternative.
Phil and I are connecting early tomorrow.
My guess is it will be moved."
81;
81;"Yes sorry.
Here is what he said:"
81;This is the latest, believe it or not.
81;"Update on airport openings. Looks like estonia is partially open. They think most ministers will fly private so they seem to
want to try and move forward."
81;
81;
81;"Abedin, Huma <AbedinH@state.gov>
Saturday, May 1, 2010 12:05 PM
Update from ops
Subject: (SBU) Amcit detained for explosives threat on flight from Taipei to Shanghai • During China Airlines flight
501, Amcit told cabin crew his luggage contained explosives.
The plane was diverted to Hangzhou, wherenvas detained by Chinese authorities. Authorities found no
explosives on the flight, and the plane continued to Shanghai. • According to the Taiwan National Immigration
Agencyjattempted to board with U.S. passport number However, because he did not have a valid
Chinese visa,flflew on his Taiwanese passport."
81;
81;"This call will be after indonesia. Oscar can u print for her?
Points for President Silajdzic call:"
81;"Formal eur points on bosnia:
Proposed Points Follow:
Abedin, Huma <AbedinH@state.gov>
Saturday, April 24, 2010 1:16 PM
H; Oscar Flores
Bosnia"
81;We can def ask.
81;
81;Sandy levin returned your call
81;
81;
81;"Not yet.
She said she would send it but haven't got info yet.
III check in"
81;"you are going to be in estoniaand as you know we talked about israel for this trip as well potentially (although maybe we
are never going there....).
ii told zach becfore they scheduled to do it earlier in the week if they really wanted you to be able to come.
he said they couldnt and you and i discussed getting the dvd for you.
i did tell cvc as well that moving party from the april 10th date to the 24th would make it difficult for you to go. unless
you want us to make the schedule work somehow."
81;Fyi before u talk to dai.
81;
81;"From ops:
CG Shanghai provided the update below on Chinese President Hu's visit to the U.S. pavilion at the Shanghai Expo. For
your situational awareness:
SWO Chinese President Hu Jintao visited the USA Pavilion at the Shanghai Expo around 12:30 p.m. for 15-20 minutes
Thursday, April 29 (Shanghai time). USA Pavilion Commissioner General Jose Villarreal and Consul General Beatrice
Camp greeted President Hu, who was accompanied by Vice Premier Wang Qishan, Shanghai Expo Bureau officials, and a
large contingent of Chinese media. Hu then walked through the pavilion's initial section (the ""Overture"") where Vice
Premier Wang Qishan called attention to all the logos of the pavilion's sponsors. The Chinese president also viewed a
film clip of President Obama welcoming visitors to the pavilion and shook hands with about 10 of the nearly 80 U.S.
""student ambassadors"" staffing the pavilion. Before departing, President Hu thanked Commissioner General Villarreal
and wished the USA Pavilion great success."
81;"BEIJING, April 29 (Reuters) - A knife-wielding man injured 28 children, two teachers and a security guard in a
kindergarten in eastern China, state media reported on Thursday, the fourth such stabbing case in recent weeks. Xu
Yuyuan, 47, an unemployed local man, broke into a classroom in Taixing city of eastern Jiangsu province on Thursday
morning, attacking the children with a 20 cm long knife, the official Xinhua news agency said. The injured children were
all about four years old, and five are in critical condition, it added. Xu has been jobless since he was fired from a local
insurance company in 2001, and then took part in pyramid selling schemes, Xinhua added. The attack is the fourth
reported school stabbing in China in recent weeks, and the rash of violence has prompted public calls for more measures
to protect students in a country where many couples only have one child. A man stabbed 16 students and a teacher at a
primary school in southern China on Wednesday, the same day that a former doctor was executed for stabbing to death
eight school children last month. ""More concrete measures should be taken to make school the safest place,"" a
commentary in today's Beijing News said, calling for more serve punishment for these killers. Some Chinese people have
taken to the Internet to discuss the root causes of the increasing number of school tragedies"
81;"B1
1.4(B)
1.4(D)
Please print the message below from Embassy Beijing which gives some further background
===
(From Embassy Beijing)
I was the notetaker AMB Huntsman asked me.
to give you a readout
AmEmbassy Beijing
04/28/2035"
81;We traded calls but I haven't heard back.
81;
81;Yes we figured that?
81;"News to me
They want you to call the new ukrainian foreign minister but that's all I know."
81;Well most of the weekend planes are the little planes. Calling mario now to see..
81;"checked in with carlos and he says it would be useful, but not critical for you to call espinosa will have points for you
tomorrow in case you want to do"
81;Will ask.
81;"Did cheryl pass this message from carlos pascual to you? Wanted to make sure u saw
Madam Secretary -
One of our Mexican staff and the husbands of two Mexican employees were killed last night in Juarez.
In one case a Mexican employee and her husband were leaving a party hosted by another Mexican employee. They were
in separate vehicles. He was stopped by a hit squad and killed before her.
In a second case a Mexican employee and her husband were killed leaving the same party. Their 3 month-old baby was
left alive in the back seat.
We have activated all investigative and intelligence channels to learn all we can. The head of Mexico's intelligence
service called to express President Calderon's condolences and to offer any support we need. Patricia Espinosa is aware.
She may call you. We will let you know if there are any leads on why this tragedy occurred.
Carlos Pascual"
81;Yes. Any specific window?
81;Ok calling you with carlos after u r done with rch.
81;
81;"730 Afghan FM Rasoul
745 Maldivian President Nasheed"
81;"Thx pj.
Adding philippe too cause a joint draft statement is in the works."
81;"Want to let you know about an ops alert we just got, will keep u updated:
Ahmed bin Zayed Al Nahyan, younger brother of UAE President Khalifa bin Zayed al Nahyan, is presumed dead following
a glider crash in a Moroccan lake on Friday. Sources close to embassy report UAE authorities will make the formal
announcement after the conclusion of a significant horse racing event in Dubai later on March 27."
81;From haim.
81;Article from cdm
81;"Bombings in Moscow
Our thoughts and prayers are with the victims of this morning's bombings in Moscow, their families, and all the people
of Russia. This brutal assault on innocent civilians is another reminder that terrorism is a threat to peace-loving people
everywhere and must be met with unwavering resolve. I will offer my personal condolences to Foreign Minister Lavrov
later today in Ottawa. Together with our G8 partners, we will discuss how to improve international counterterrorism
coordination and cooperation. I was in Moscow earlier this month, and I know the resilience and determination of the
Russian people. The United States stands with them today and everyday in solidarity against violent extremism in all its
forms."
81;"Should have been faxed
Checking now."
81;Book will be there in 10 minutes.
81;No problem.
81;"Abedin, Huma <AbedinH@state.gov>
Wednesday, March 31, 2010 7:59 AM
H
Fw: Did u hear anything from F
-1
Fyi"
81;
81;
81;Fyi
81;
81;
81;In case u see hbj
81;"HOUSTON — (March 31, 2010) - Former First Lady Barbara Bush was discharged Wednesday from The Methodist Hospital
in Houston after undergoing a series of tests. Doctors believe Mrs. Bush, 84, may have had a mild relapse of her Graves
disease, a thyroid condition for which she was treated in 1989. As a result, her physicians at Methodist have adjusted
her medication. Upon discharge she was alert, talkative and appeared to be getting stronger as she prepared to return
home.
Mrs. Bush arrived Saturday at the hospital, where she received a number of tests including blood tests and imaging
studies. Just over a year ago Mrs. Bush received a replacement aortic valve at Methodist, which doctors said is working
very well.
Mrs. Bush is expected to make a full recovery and should soon return to her normal activities."
81;Fyi - Arturo making a renewed pitch for ecuador. We haven't discussed further yeti
81;He landed and is home He will also be in the office for the entire day tomorrow. 202 419 1420. B6
81;"Importance: High
Loretta will be at speech."
81;Not sure who will be there but here is possibility:
81;We have a lot of people in meeting but we talked and will bring them to end of meeting so she can specially meet them.
81;"After Afghan Shift, Top U.S. Civilians Face Tricky Future By MARK LANDLER WASHINGTON — As General David H.
Petraeus takes command in Afghanistan, the two top American civilian officials in the war face an uncertain and tricky
future, working with a newly empowered military leader, under the gaze of an impatient president who has put them on
notice that his fractious war council needs to pull together.Richard C. Holbrooke, the Obama administration's special
representative to the region, and Karl W. Eikenberry, the ambassador to Afghanistan, both hung on to their jobs in the
uproar that followed Gen. Stanley A. McChrystal's career-ending quotes in Rolling Stone magazine.But privately, at least
one senior White House official suggested using General McChrystal's exit as an excuse for a housecleaning, according to
senior officials. That was rejected as too disruptive during a military campaign that relies heavily on civilian support,
these people said.ln recent days, other administration officials have begun floating the idea that Ambassador Eikenberry
might be replaced by Ryan C. Crocker, the highly regarded former ambassador in Iraq who forged a close partnership
with General Petraeus during the successful Iraq troop increase. Such a prospect is viewed as remote, given Mr.
Crocker's prestigious new post at Texas A&M University. But the fact that his name is being invoked underlines the
challenges that confront Ambassador Eikenberry, as he adapts to a new partner — one who has strong ideas about how
soldiers and diplomats should work together in war. It also illustrates the remarkably powerful role that General
Petraeus will assume in the nine-year-old war, setting him up as almost a viceroy in Afghanistan and a key broker in
negotiations between President Hamid Karzai and Pakistan over an eventual political settlement.Before General
Petraeus's arrival, some critics said the White House had created a problem by recruiting several forceful, ambitious
personalities and giving them jobs with overlapping responsibilities. Administration officials acknowledge that, as one
said, ""there are obviously a number of substantial personalities on the team."" But the White House believes that the
current lineup can mesh, and that a difficult war demands this much talent. Still, the McChrystal blow-up has
reverberated through the State Department. Secretary of State Hillary Rodham Clinton instructed Ambassador
Eikenberry and Mr. Holbrooke to take a hard look at the civilian team, two officials said. She is not wedded to the
current lineup if it continues to bog down in internecine battles, they said.""You can't have a major shift in a civ-mil
structure without having the civilian side take a step back and look at everything,"" said a senior State Department
official, using the jargon for a civilian-military campaign.General Petraeus, whose appointment was approved 99-0 by
the Senate on Wednesday, took pains at his confirmation hearing on Tuesday to back a unified civilian and military
effort. He noted then that he had telephoned Mr. Holbrooke and would rendezvous with Ambassador Eikenberry in
Brussels, so the two could land in Kabul together.""Holbrooke has been my wingman, to a great degree,"" General
Petraeus said in an interview. ""We have had, and do have, a very good relationship."" That role, he said, will now fall to
Ambassador Eikenberry.Ambassador Eikenberry was highly critical of the Pentagon's proposal last year to send 60,000
additional troops to Afghanistan, which led to a difficult relationship with General McChrystal. But in fact General
Petraeus was the true architect of the plan.The ambassador, a retired lieutenant general and former commander in
Afghanistan, graduated from West Point in 1973, a year ahead of General Petraeus, but they did not know each other at
the academy. The two share a scholarly bent: General Petraeus holds a Ph.D. from Princeton, while Ambassador
Eikenberry has master's degrees from Harvard and Stanford.While they were never assigned together, their careers
intersected twice. In Iraq, General Eikenberry led an assessment of Iraqi security forces while General Petraeus was
commanding the 101st Airborne Division in Mosul. When General Eikenberry was commander in Afghanistan, General
Petraeus led an assessment of Afghan National Security Forces.General Petraeus declined to discuss personnel issues,
while Ambassador Eikenberry and Mr. Holbrooke turned down requests for an interview. Mr. Crocker, now the dean of
the George Bush School of Government at Texas A&M, did not return a call for comment. For Mr. Holbrooke, the new
landscape is challenging in other ways. Officials said his job security was less in doubt than it was six months ago, when
his ouster was the subject of Washington chatter. Yet he has arguably become a less central player: Jacob J. Lew, a
deputy secretary of state, manages much of the civilian influx in Afghanistan that Mr. Holbrooke helped shape, while the
embassy in Kabul is carrying it out. Mr. Holbrooke's current portfolio has played to his weaknesses, his own allies admit.
He is best as a high-level negotiator, and not as comfortable with the nitty-gritty work of helping Afghanistan build an
economy.These days, Mr. Holbrooke has become a globe-trotting diplomat, trying to retain flagging European allies
while seeking to draw influential Muslim countries like Egypt into helping Afghanistan. At a recent conference of 35
countries in Madrid, Mr. Holbrooke drummed up more support from allies for the Afghan government's campaign to
reintegrate Taliban fighters into mainstream society.Mr. Karzai's longer-term effort to reconcile with Taliban leaders,
and his negotiations with Pakistan, could propel Mr. Holbrooke back into a central role. Were these talks to become
more serious, several officials said, Mr. Holbrooke's negotiating skills could be put to use, as a broker and guardian of
American interests. For now, though, as evidence of General Petraeus's influence, he will do most of the shuttling
between Kabul and Islamabad, the Pakistani capital.On his last visit to the region, Mr. Holbrooke met with Mr. Karzai
and with senior Pakistani officials, including the army chief of staff, Ashfaq Parvez Kayani. Mr. Holbrooke's past run-ins
with Mr. Karzai, several officials said, have not hindered his ability to deal with the Afghan leader, and Pakistani officials
said they trusted him. Husain Haqqani, Pakistan's ambassador to Washington, said that Mr. Holbrooke took time to
understand Pakistan's concerns. ""Ambassador Holbrooke is liked by some, admired by others and seen as effective, even
by those who may not like him,"" Mr. Haqqani said.Still, General Petraeus is indisputably the key player, and he has
wasted no time asserting his control. On a secure videoconference call last Saturday, a person familiar with the call said,
General Petraeus threw his support behind a costly, and controversial, plan to install temporary generators to supply
more electricity to Kandahar, the Taliban stronghold that is the next major American military target.Mr. Holbrooke and
Ambassador Eikenberry swiftly assented."
81;
81;On your schedule
81;
81;"Huma Abedin
Friday, January 22, 2010 7:36 AM
H; 'ValmoroU@state.gov.
Re: Commencements
Yes we agree
Lona wanted to make sure you knew what was out there in case
are one or 2 we want: to discuss with u.
There"
81;No problem
81;Yes ops is reaching out to her soon.
81;
81;Yes it is eikenberry, my automatic spell check make it eugenie!
81;Fyi
81;"1.4(B)
Barak
1.4(D)
B1
Slightly edited Background for Barak call:
On Gaza and the ""controlled items"" list, Israeli MFA Director General Yossi Gal and Ministry of Defense COGAT General
Eitan Dangot briefed Monday in Israel on a release of the new list, and newly announced international projects. (The
Declassify on: 07/05/2035"
81;
81;
81;"Abedin, Huma <AbedinH@state.gov>
Sunday, January 24, 2010 8:30 PM
H
cell. Funeral tomorrow. B6"
81;Ok
81;B6
